TimeStamp,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Activity
1.55421E+12,-9.337387,0.29628247,1.9243397,0.34940675,-0.00958738,-0.165116,8.88,37.08,-37.62,4
1.55421E+12,-9.346964,0.3681085,2.0536265,0.47830373,-0.002130529,-0.19068234,8.88,37.2,-37.56,4
1.55421E+12,-9.294291,0.31543607,2.0440497,0.5496765,0.015978966,-0.23009712,8.88,37.32,-37.5,4
1.55421E+12,-9.394848,0.43514615,1.8716671,0.53476274,0.024501082,-0.25885928,8.88,37.44,-37.5,4
1.55421E+12,-9.294291,0.32022446,1.7615339,0.4165184,0.04474111,-0.257794,8.82,37.5,-37.5,4
1.55421E+12,-9.279925,0.12868834,1.7615339,0.2695119,0.05539375,-0.2609898,8.82,37.56,-37.5,4
1.55421E+12,-9.3661175,-0.010175358,2.0201077,0.15339808,0.066046394,-0.25672874,8.82,37.56,-37.56,4
1.55421E+12,-9.471462,-0.0676362,1.9387048,0.13954964,0.06178534,-0.2396845,8.82,37.44,-37.62,4
1.55421E+12,-9.519346,-0.0676362,2.0488381,0.165116,0.049002163,-0.23116238,8.82,37.38,-37.68,4
1.55421E+12,-9.543288,0.023343466,1.9339164,0.19600865,0.02130529,-0.22903186,8.82,37.26,-37.86,4
1.55421E+12,-9.461885,-0.02932897,1.8956091,0.18748654,0.007456851,-0.23116238,8.76,37.2,-37.98,4
1.55421E+12,-9.629479,-0.0676362,2.0392613,0.14274544,-0.005326322,-0.23116238,8.76,37.08,-38.1,4
1.55421E+12,-9.509769,-0.08678981,1.8237832,0.034088463,-0.018109497,-0.19707392,8.7,36.9,-38.22,4
1.55421E+12,-9.548077,-0.15861586,2.0201077,-0.022370555,-0.017044231,-0.18429075,8.64,36.78,-38.34,4
1.55421E+12,-9.533711,-0.2160767,2.0871453,-0.068176925,0.002130529,-0.16192019,8.58,36.72,-38.4,4
1.55421E+12,-9.581595,-0.32621,2.1398177,-0.07456851,0.020240024,-0.13315806,8.52,36.72,-38.46,4
1.55421E+12,-9.581595,-0.42197806,2.1254525,-0.04474111,0.02876214,-0.10759171,8.46,36.66,-38.4,4
1.55421E+12,-9.605537,-0.25917232,2.178125,-0.020240024,0.041545313,-0.0777643,8.4,36.66,-38.4,4
1.55421E+12,-9.629479,-0.2208651,2.168548,-0.008522116,0.051132694,-0.05752428,8.4,36.6,-38.4,4
1.55421E+12,-9.677363,-0.16340427,2.0009542,-0.008522116,0.068176925,-0.039414786,8.34,36.6,-38.4,4
1.55421E+12,-9.634268,-0.15861586,2.0632033,-0.003195793,0.083090626,-0.022370555,8.28,36.6,-38.4,4
1.55421E+12,-9.619903,-0.077213004,1.977012,0.029827405,0.08522116,-0.020240024,8.28,36.6,-38.34,4
1.55421E+12,-9.682152,-0.0724246,2.0727801,0.05752428,0.07563378,-0.013848438,8.22,36.6,-38.34,4
1.55421E+12,-9.744401,-0.09636662,2.010531,0.094808534,0.054328486,0,8.16,36.6,-38.34,4
1.55421E+12,-9.734824,-0.08200141,1.881244,0.10013486,0.041545313,0.00958738,8.16,36.6,-38.4,4
1.55421E+12,-9.816227,-0.11552023,1.9722236,0.068176925,0.018109497,0.022370555,8.1,36.54,-38.4,4
1.55421E+12,-9.773131,0.037708677,1.7663223,-0.07669904,-0.014913702,0.034088463,8.04,36.48,-38.4,4
1.55421E+12,-9.811439,0.076015905,1.809418,-0.26844665,-0.033023197,0.05539375,7.98,36.42,-38.4,4
1.55421E+12,-9.706094,0.032920275,1.775899,-0.41438788,-0.041545313,0.07350325,7.92,36.42,-38.4,4
1.55421E+12,-9.768343,-0.10594343,1.8668787,-0.5997439,-0.051132694,0.08948222,7.92,36.36,-38.46,4
1.55421E+12,-9.730036,-0.2160767,1.929128,-0.67963874,-0.07563378,0.08948222,7.92,36.36,-38.4,4
1.55421E+12,-9.763555,-0.25438392,1.881244,-0.7307714,-0.09054748,0.09161274,7.92,36.36,-38.34,4
1.55421E+12,-9.619903,-0.29747957,1.929128,-0.753142,-0.112918034,0.0958738,7.98,36.48,-38.28,4
1.55421E+12,-9.639056,-0.374094,1.632247,-0.737163,-0.13635385,0.08841695,7.98,36.66,-38.04,4
1.55421E+12,-9.648633,-0.4938041,1.7471687,-0.6764429,-0.1768339,0.09054748,8.04,36.84,-37.74,4
1.55421E+12,-9.782708,-0.9247604,1.3640964,-0.531567,-0.24181503,0.1107875,8.1,37.02,-37.44,4
1.55421E+12,-10.036493,-1.2503718,1.3257892,-0.35260254,-0.3110572,0.16085494,8.16,37.26,-37.08,4
1.55421E+12,-10.0269165,-1.1737574,1.4502877,-0.257794,-0.40053943,0.24714136,8.16,37.56,-36.78,4
1.55421E+12,-9.830592,-0.6135142,1.3449428,-0.36112466,-0.4910869,0.2876214,8.16,37.86,-36.54,4
1.55421E+12,-9.677363,-0.019752163,1.536479,-0.68176925,-0.5432849,0.26418558,8.22,38.16,-36.3,4
1.55421E+12,-9.3661175,0.15263036,1.9099745,-1.051416,-0.5475459,0.2514024,8.22,38.46,-36.18,4
1.55421E+12,-9.102755,-0.12988544,2.4271219,-1.3038837,-0.5273059,0.23222765,8.22,38.76,-36.12,4
1.55421E+12,-8.90643,-0.20171149,2.9921536,-1.365669,-0.479369,0.17576863,8.16,39.3,-36.18,4
1.55421E+12,-8.590396,-0.2160767,2.9873652,-1.252751,-0.39840892,0.080960095,8.16,39.78,-36.12,4
1.55421E+12,-8.796297,-0.15861586,2.9107506,-1.0524813,-0.3323625,-0.03195793,8.1,40.26,-36,4
1.55421E+12,-8.939949,-0.25438392,2.8101943,-0.8149273,-0.27377295,-0.09054748,8.04,40.68,-35.82,4
1.55421E+12,-8.767567,-0.41240123,2.4941597,-0.60933125,-0.22264028,-0.113983296,7.98,41.1,-35.52,4
1.55421E+12,-8.839393,-0.53211135,2.3600843,-0.4825648,-0.1768339,-0.12144015,7.86,41.7,-34.98,4
1.55421E+12,-8.700529,-0.6087258,2.2260091,-0.40053943,-0.1438107,-0.0958738,7.8,42.18,-34.62,4
1.55421E+12,-8.508993,-0.6374562,2.3409307,-0.3834952,-0.12250541,-0.08522116,7.74,42.48,-34.38,4
1.55421E+12,-8.48984,-0.42197806,2.369661,-0.3568636,-0.10439592,-0.07243799,7.68,42.9,-33.9,4
1.55421E+12,-8.528147,-0.18734628,2.2164323,-0.3685815,-0.060720075,-0.07563378,7.62,43.5,-33.3,4
1.55421E+12,-8.480263,-0.15382746,2.3888147,-0.42290998,-0.051132694,-0.07350325,7.56,43.74,-33.12,4
1.55421E+12,-8.513782,-0.19692309,2.3409307,-0.51984906,-0.03089267,-0.017044231,7.5,44.1,-32.76,4
1.55421E+12,-8.37013,-0.28311434,2.5755625,-0.5997439,-0.001065265,0.08735169,7.44,44.46,-32.52,4
1.55421E+12,-8.7771435,-0.29747957,2.3983915,-0.6593987,0.060720075,0.21411815,7.32,44.94,-32.1,4
1.55421E+12,-9.097966,-0.024540568,2.0871453,-0.70200926,0.12250541,0.32277513,7.26,45.12,-31.86,4
1.55421E+12,-9.313444,0.08080431,2.1733365,-0.7488809,0.20133498,0.43249738,7.2,45.24,-31.62,4
1.55421E+12,-9.715671,0.037708677,2.082357,-0.77444726,0.28016454,0.5251754,7.14,45.36,-31.44,4
1.55421E+12,-10.13705,0.19093758,2.0679917,-0.76059884,0.36645097,0.5901565,7.14,45.54,-31.14,4
1.55421E+12,-10.414778,-0.077213004,2.144606,-0.71798825,0.42290998,0.5837649,7.2,45.72,-30.84,4
1.55421E+12,-10.783484,0.05686229,2.1254525,-0.63383234,0.50173956,0.48469532,7.32,46.02,-30.36,4
1.55421E+12,-10.989386,-0.16340427,1.9961656,-0.5954828,0.5432849,0.3174488,7.56,46.2,-29.82,4
1.55421E+12,-10.783484,-0.29747957,1.9147629,-0.644485,0.5475459,0.13528858,7.8,46.44,-29.16,4
1.55421E+12,-10.884041,-0.38367084,1.8285716,-0.6593987,0.49002165,0.026631612,8.1,46.68,-28.62,4
1.55421E+12,-10.477027,-0.7906851,2.1110873,-0.53263223,0.3323625,-0.098004326,8.4,46.8,-28.02,4
1.55421E+12,-10.19451,-0.95349085,2.154183,-0.38775626,0.22264028,-0.20026971,8.76,46.98,-27.48,4
1.55421E+12,-9.792285,-1.0013748,2.1733365,-0.12676647,0.099069595,-0.3153183,9.12,47.1,-27,4
1.55421E+12,-9.500193,-1.0061632,2.2691047,0.1555286,0.020240024,-0.35792887,9.42,47.28,-26.58,4
1.55421E+12,-9.222465,-0.83378077,2.0296845,0.4101268,-0.015978966,-0.33449304,9.54,47.4,-26.28,4
1.55421E+12,-9.030929,-0.6135142,1.6609775,0.60080916,-0.027696876,-0.28336033,9.72,47.52,-26.04,4
1.55421E+12,-9.121908,-0.4938041,1.6897079,0.71479243,-0.033023197,-0.23009712,9.78,47.64,-25.92,4
1.55421E+12,-9.428367,-0.3788824,1.7232267,0.76485986,-0.033023197,-0.1768339,9.84,47.7,-25.8,4
1.55421E+12,-9.514558,-0.4985925,1.5412674,0.7755125,-0.029827405,-0.14487597,9.84,47.82,-25.68,4
1.55421E+12,-9.562442,-0.43155485,1.5221137,0.72011876,-0.007456851,-0.07882957,9.84,47.88,-25.68,4
1.55421E+12,-9.313444,-0.43155485,1.5652094,0.6178534,0.02130529,0.007456851,9.84,47.88,-25.68,4
1.55421E+12,-9.198523,-0.38367084,1.6514006,0.45593318,0.06924219,0.09267801,9.84,47.88,-25.8,4
1.55421E+12,-8.954314,-0.27353755,1.6178818,0.257794,0.112918034,0.1555286,9.78,47.82,-26.04,4
1.55421E+12,-8.925584,-0.12509704,1.4742297,0.0628506,0.15233281,0.20453078,9.78,47.76,-26.4,4
1.55421E+12,-8.872911,0.037708677,1.3449428,-0.13741912,0.16405073,0.2695119,9.78,47.7,-26.76,4
1.55421E+12,-8.930372,-0.2112883,1.4024036,-0.257794,0.18216023,0.30786142,9.84,47.52,-27.24,4
1.55421E+12,-8.882488,-0.41240123,1.5891514,-0.25885928,0.18855181,0.29507825,9.84,47.34,-27.6,4
1.55421E+12,-9.074024,-0.55126494,1.4981717,-0.046871636,0.16405073,0.23009712,9.84,47.16,-27.96,4
1.55421E+12,-9.251195,-0.54647654,1.6418238,0.27057716,0.13741912,0.15339808,9.84,46.92,-28.26,4
1.55421E+12,-9.610326,-0.14425065,1.560421,0.6178534,0.09054748,0.08628642,9.84,46.74,-28.38,4
1.55421E+12,-10.199299,-0.024540568,1.5221137,0.86179894,0.05219796,0.006391587,9.9,46.5,-28.5,4
1.55421E+12,-10.429143,-0.16340427,1.3449428,0.9576728,-0.024501082,-0.0628506,10.02,46.32,-28.5,4
1.55421E+12,-10.764331,0.16220717,1.5412674,0.85327685,-0.09374327,-0.07989483,10.08,46.02,-28.44,4
1.55421E+12,-10.625467,0.3250129,1.5173253,0.6018744,-0.18322548,-0.08522116,10.2,45.72,-28.38,4
1.55421E+12,-10.472239,0.46387658,1.5747862,0.40053943,-0.24181503,-0.15126756,10.26,45.6,-28.32,4
1.55421E+12,-10.079589,0.12389994,1.584363,0.21411815,-0.24927188,-0.21198763,10.38,45.36,-28.38,4
1.55421E+12,-9.825804,-0.15861586,1.311424,-0.023435818,-0.26312032,-0.15765914,10.44,45.06,-28.62,4
1.55421E+12,-9.490616,-0.4842273,1.7423803,-0.36112466,-0.2396845,-0.05006743,10.44,44.76,-28.86,4
1.55421E+12,-9.279925,-0.5129577,1.977012,-0.6199839,-0.20985709,0.026631612,10.38,44.46,-29.1,4
1.55421E+12,-8.882488,-0.43155485,2.1350293,-0.6785734,-0.1768339,0.060720075,10.32,44.28,-29.34,4
1.55421E+12,-9.097966,-0.7188591,2.1158757,-0.5187838,-0.16405073,0.07563378,10.2,44.04,-29.58,4
1.55421E+12,-9.078813,-0.7092823,2.2260091,-0.32170987,-0.16937704,0.16618125,10.14,43.86,-29.76,4
1.55421E+12,-8.825027,-0.5081693,2.345719,0.12144015,-0.17470337,0.16298546,10.08,43.74,-29.94,4
1.55421E+12,-8.494628,0.24361002,2.5420437,0.6135923,-0.15765914,0.03195793,9.96,43.68,-30,4
1.55421E+12,-8.159439,0.40641573,2.178125,0.77125144,-0.099069595,-0.037284255,9.9,43.68,-30,4
1.55421E+12,-8.441956,0.4830302,2.2212207,0.5656554,-0.010652645,0.027696876,9.84,43.74,-30,4
1.55421E+12,-9.002198,0.219668,1.8046296,0.12676647,0.053263225,0.10333065,9.84,43.68,-30,4
1.55421E+12,-9.744401,0.9331401,2.747945,-0.30146983,0.10546118,0.12250541,9.84,43.62,-29.94,4
1.55421E+12,-9.816227,1.4646529,3.221997,-0.3387541,0.1768339,0.05752428,9.78,43.56,-30,4
1.55421E+12,-9.883265,1.7136499,2.8532898,-0.14594123,0.27696875,-0.04580637,9.78,43.38,-30.06,4
1.55421E+12,-9.993398,1.3976152,2.0871453,0.013848438,0.31957933,-0.11930962,9.84,43.2,-30.12,4
1.55421E+12,-9.92636,0.8996213,1.3018472,0.025566347,0.28975195,-0.16085494,9.9,43.02,-30.18,4
