TimeStamp,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Activity
1.55421E+12,-9.155427,0.8948329,2.5755625,0.001065265,0.035153728,-0.066046394,10.2,43.14,-31.68,4
1.55421E+12,-9.222465,0.88525605,2.7287915,-0.015978966,0.018109497,-0.07350325,10.14,43.14,-31.68,4
1.55421E+12,-9.203311,0.83258367,2.8054059,-0.024501082,0.004261058,-0.0777643,10.14,43.2,-31.68,4
1.55421E+12,-9.251195,0.81343,2.7910407,-0.00958738,-0.010652645,-0.083090626,10.08,43.2,-31.68,4
1.55421E+12,-9.303867,0.8230068,2.7670987,0.018109497,-0.008522116,-0.083090626,10.02,43.26,-31.68,4
1.55421E+12,-9.370906,0.6889315,2.7383683,0.03195793,0.014913702,-0.084155895,10.02,43.26,-31.62,4
1.55421E+12,-9.260772,0.717662,2.6282349,0.03195793,0.033023197,-0.080960095,9.96,43.26,-31.68,4
1.55421E+12,-9.23683,0.6889315,2.6617537,0.03089267,0.046871636,-0.068176925,9.9,43.32,-31.68,4
1.55421E+12,-9.23683,0.76554596,2.5851393,0.029827405,0.053263225,-0.05965481,9.84,43.32,-31.68,4
1.55421E+12,-9.289502,0.7703344,2.508525,0.03089267,0.054328486,-0.049002163,9.84,43.38,-31.68,4
1.55421E+12,-9.193734,0.8182184,2.6473885,0.058589544,0.06178534,-0.049002163,9.84,43.38,-31.68,4
1.55421E+12,-9.112331,0.7846996,2.6521769,0.10013486,0.06924219,-0.05752428,9.84,43.38,-31.68,4
1.55421E+12,-9.179369,0.8182184,2.460641,0.11717909,0.0777643,-0.06178534,9.84,43.38,-31.74,4
1.55421E+12,-9.179369,0.95229375,2.498948,0.10439592,0.080960095,-0.06178534,9.78,43.38,-31.74,4
1.55421E+12,-9.14585,0.87089086,2.3888147,0.094808534,0.07669904,-0.07563378,9.78,43.32,-31.74,4
1.55421E+12,-9.279925,0.9139865,2.3983915,0.096939065,0.070307456,-0.09054748,9.84,43.32,-31.74,4
1.55421E+12,-9.313444,0.81343,2.40318,0.09374327,0.06498113,-0.10652645,9.84,43.26,-31.74,4
1.55421E+12,-9.41879,0.74639237,2.4079683,0.080960095,0.051132694,-0.11717909,9.84,43.26,-31.68,4
1.55421E+12,-9.370906,0.66020113,2.594716,0.060720075,0.0479369,-0.113983296,9.78,43.2,-31.62,4
1.55421E+12,-9.476251,0.5931635,2.4462755,0.037284255,0.036218993,-0.10759171,9.84,43.2,-31.62,4
1.55421E+12,-9.476251,0.7032967,2.3840263,0.020240024,0.037284255,-0.094808534,9.9,43.2,-31.5,4
1.55421E+12,-9.691729,0.8996213,2.2786815,0.001065265,0.037284255,-0.07137272,9.96,43.26,-31.44,4
1.55421E+12,-9.715671,0.85173726,2.0871453,-0.033023197,0.03195793,-0.024501082,9.96,43.26,-31.44,4
1.55421E+12,-9.629479,0.7703344,2.2068555,-0.068176925,0.020240024,-0.003195793,10.02,43.32,-31.44,4
1.55421E+12,-9.476251,0.7751228,2.2691047,-0.11611383,-0.013848438,-0.011717909,10.08,43.32,-31.44,4
1.55421E+12,-9.390059,0.7320272,2.5851393,-0.1257012,-0.03089267,-0.024501082,10.14,43.38,-31.44,4
1.55421E+12,-9.3421755,0.75118077,2.7383683,-0.12357068,-0.049002163,-0.01917476,10.14,43.38,-31.44,4
1.55421E+12,-9.3421755,0.52133745,2.8532898,-0.09374327,-0.0628506,-0.015978966,10.14,43.44,-31.44,4
1.55421E+12,-9.356541,0.5835867,2.867655,-0.027696876,-0.06924219,-0.022370555,10.08,43.44,-31.38,4
1.55421E+12,-9.131485,0.4830302,2.8006175,0.05539375,-0.066046394,-0.02876214,10.08,43.44,-31.32,4
1.55421E+12,-9.131485,0.56922144,2.7575219,0.10759171,-0.05539375,-0.03834952,10.08,43.44,-31.26,4
1.55421E+12,-9.514558,0.6745663,2.441487,0.12250541,-0.070307456,-0.040480047,10.02,43.5,-31.2,4
1.55421E+12,-9.41879,0.65541273,2.355296,0.08948222,-0.054328486,-0.00958738,9.96,43.44,-31.2,4
1.55421E+12,-9.442732,0.6266823,2.2882583,0.041545313,-0.041545313,0.017044231,9.96,43.44,-31.26,4
1.55421E+12,-9.299079,0.7032967,2.273893,0.006391587,-0.013848438,0.025566347,9.96,43.38,-31.26,4
1.55421E+12,-9.337387,0.7703344,2.1158757,-0.008522116,0.00958738,0.025566347,9.96,43.32,-31.32,4
1.55421E+12,-9.203311,0.81343,2.345719,-0.011717909,0.024501082,0.02876214,9.96,43.26,-31.38,4
1.55421E+12,-9.346964,0.8900445,2.4558525,-0.022370555,0.03195793,0.018109497,9.96,43.26,-31.5,4
1.55421E+12,-9.26556,0.9091981,2.3361423,-0.035153728,0.024501082,0.006391587,10.02,43.2,-31.56,4
1.55421E+12,-9.370906,0.84216046,2.6330233,-0.03834952,0,-0.012783174,10.02,43.14,-31.62,4
1.55421E+12,-9.471462,0.7128736,2.7814639,-0.02876214,-0.03089267,-0.00958738,10.08,43.14,-31.68,4
1.55421E+12,-9.490616,0.6697779,2.7527335,0.003195793,-0.051132694,-0.002130529,10.08,43.2,-31.62,4
1.55421E+12,-9.524135,0.7224504,2.6809072,0.029827405,-0.05219796,0.006391587,10.14,43.2,-31.56,4
1.55421E+12,-9.346964,0.76554596,2.5420437,0.039414786,-0.051132694,0.02130529,10.14,43.26,-31.5,4
1.55421E+12,-9.390059,0.8948329,2.498948,0.018109497,-0.0479369,0.027696876,10.2,43.26,-31.5,4
1.55421E+12,-9.32781,0.95229375,2.3744495,-0.025566347,-0.039414786,0.025566347,10.2,43.26,-31.5,4
1.55421E+12,-9.198523,0.9379285,2.3983915,-0.054328486,-0.025566347,0.015978966,10.26,43.32,-31.5,4
1.55421E+12,-9.174581,0.9427169,2.5851393,-0.05539375,-0.02876214,0.004261058,10.26,43.38,-31.5,4
1.55421E+12,-9.184157,0.8948329,2.594716,-0.04580637,-0.029827405,-0.001065265,10.26,43.38,-31.5,4
1.55421E+12,-9.203311,0.9235633,2.6282349,-0.039414786,-0.03089267,-0.002130529,10.26,43.44,-31.5,4
1.55421E+12,-9.23683,0.84216046,2.594716,-0.035153728,-0.026631612,-0.00958738,10.26,43.44,-31.5,4
1.55421E+12,-9.212888,0.789488,2.546832,-0.02876214,-0.026631612,-0.014913702,10.32,43.38,-31.5,4
1.55421E+12,-9.188946,0.7320272,2.4366987,-0.033023197,-0.033023197,-0.017044231,10.32,43.38,-31.5,4
1.55421E+12,-9.193734,0.7990648,2.6761189,-0.03834952,-0.03195793,-0.022370555,10.32,43.32,-31.5,4
1.55421E+12,-9.356541,0.75118077,2.6426,-0.043675844,-0.035153728,-0.029827405,10.32,43.26,-31.5,4
1.55421E+12,-9.332599,0.7799112,2.532467,-0.039414786,-0.034088463,-0.03834952,10.32,43.2,-31.5,4
1.55421E+12,-9.323022,0.7846996,2.5899277,-0.027696876,-0.036218993,-0.043675844,10.32,43.14,-31.5,4
1.55421E+12,-9.390059,0.75596917,2.4893713,-0.018109497,-0.02130529,-0.046871636,10.38,43.02,-31.5,4
1.55421E+12,-9.208099,0.8038532,2.6952724,-0.014913702,-0.014913702,-0.05006743,10.38,43.02,-31.5,4
1.55421E+12,-9.217676,0.9091981,2.5133133,-0.023435818,-0.008522116,-0.054328486,10.38,42.96,-31.44,4
1.55421E+12,-9.126697,0.83737206,2.6090813,-0.034088463,-0.004261058,-0.058589544,10.38,42.96,-31.44,4
1.55421E+12,-9.26556,0.86131406,2.6856956,-0.041545313,-0.007456851,-0.07137272,10.38,42.96,-31.44,4
1.55421E+12,-9.23683,0.8182184,2.5611973,-0.058589544,-0.013848438,-0.07456851,10.38,42.96,-31.5,4
1.55421E+12,-9.203311,0.7320272,2.6138697,-0.068176925,-0.033023197,-0.06924219,10.38,43.02,-31.5,4
1.55421E+12,-9.179369,0.75118077,2.8006175,-0.06391586,-0.039414786,-0.07350325,10.38,43.14,-31.5,4
1.55421E+12,-9.155427,0.76075757,2.867655,-0.040480047,-0.03089267,-0.082025364,10.38,43.14,-31.5,4
1.55421E+12,-9.14585,0.7128736,2.891597,0.035153728,-0.003195793,-0.10759171,10.38,43.32,-31.5,4
1.55421E+12,-9.232041,0.76554596,2.7144263,0.08948222,0.020240024,-0.1257012,10.38,43.38,-31.56,4
1.55421E+12,-9.241618,0.76075757,2.6234465,0.09054748,0.027696876,-0.12996227,10.44,43.5,-31.56,4
1.55421E+12,-9.313444,0.7080852,2.5420437,0.058589544,0.024501082,-0.13102753,10.44,43.56,-31.62,4
1.55421E+12,-9.323022,0.6314707,2.5516205,0.012783174,0.024501082,-0.13635385,10.44,43.5,-31.68,4
1.55421E+12,-9.44752,0.56922144,2.5803509,-0.01917476,0.02130529,-0.13528858,10.44,43.44,-31.74,4
1.55421E+12,-9.423578,0.54527944,2.5276785,-0.027696876,0.017044231,-0.12996227,10.44,43.38,-31.8,4
1.55421E+12,-9.380483,0.47345337,2.6234465,-0.010652645,0.006391587,-0.113983296,10.44,43.38,-31.8,4
1.55421E+12,-9.32781,0.52133745,2.5851393,0,0,-0.099069595,10.44,43.32,-31.8,4
1.55421E+12,-9.26556,0.516549,2.5372553,0.006391587,0.001065265,-0.09267801,10.44,43.32,-31.8,4
1.55421E+12,-9.32781,0.6266823,2.460641,-0.003195793,-0.002130529,-0.096939065,10.44,43.38,-31.74,4
1.55421E+12,-9.255983,0.66020113,2.5755625,-0.012783174,-0.00958738,-0.10759171,10.38,43.38,-31.74,4
1.55421E+12,-9.222465,0.55964464,2.570774,-0.02130529,-0.01917476,-0.112918034,10.38,43.44,-31.68,4
1.55421E+12,-9.337387,0.5979519,2.498948,-0.03089267,-0.022370555,-0.11611383,10.32,43.56,-31.62,4
1.55421E+12,-9.303867,0.53091425,2.5755625,-0.05006743,-0.03195793,-0.11717909,10.26,43.68,-31.56,4
1.55421E+12,-9.299079,0.4830302,2.6856956,-0.054328486,-0.027696876,-0.11504856,10.2,43.74,-31.56,4
1.55421E+12,-9.385271,0.516549,2.8101943,-0.043675844,-0.02876214,-0.112918034,10.14,43.8,-31.56,4
1.55421E+12,-9.385271,0.44472298,2.6856956,-0.012783174,-0.013848438,-0.10652645,10.14,43.8,-31.56,4
1.55421E+12,-9.385271,0.52133745,2.546832,0.002130529,-0.011717909,-0.10226539,10.08,43.86,-31.56,4
1.55421E+12,-9.380483,0.47345337,2.7910407,0.008522116,-0.01917476,-0.094808534,10.08,43.92,-31.56,4
1.55421E+12,-9.3421755,0.46387658,2.4893713,0.003195793,-0.02130529,-0.08628642,10.02,43.92,-31.56,4
1.55421E+12,-9.380483,0.46866497,2.594716,0.003195793,-0.023435818,-0.07563378,10.02,43.92,-31.56,4
1.55421E+12,-9.303867,0.42078096,2.843713,0.024501082,-0.015978966,-0.066046394,10.02,43.92,-31.56,4
1.55421E+12,-9.260772,0.41599256,2.9442697,0.080960095,0,-0.07243799,9.96,43.92,-31.56,4
1.55421E+12,-9.308656,0.43035775,2.8101943,0.14807177,0.01917476,-0.082025364,9.96,43.92,-31.56,4
1.55421E+12,-9.346964,0.55006784,2.6330233,0.18322548,0.017044231,-0.084155895,9.96,43.92,-31.56,4
1.55421E+12,-9.332599,0.4782418,2.4893713,0.16831179,0.01917476,-0.083090626,9.9,43.92,-31.56,4
1.55421E+12,-9.399636,0.47345337,2.5420437,0.12250541,0.018109497,-0.07882957,9.9,43.98,-31.56,4
1.55421E+12,-9.404425,0.44472298,2.5420437,0.08948222,0.012783174,-0.06498113,9.9,43.98,-31.56,4
1.55421E+12,-9.452309,0.42078096,2.3409307,0.07456851,0.006391587,-0.053263225,9.9,43.92,-31.56,4
1.55421E+12,-9.414001,0.41599256,2.5420437,0.07669904,-0.008522116,-0.04474111,9.9,43.92,-31.56,4
1.55421E+12,-9.404425,0.4878186,2.594716,0.0777643,-0.01917476,-0.033023197,9.84,43.92,-31.56,4
1.55421E+12,-9.370906,0.52612585,2.666542,0.07243799,-0.029827405,-0.027696876,9.84,43.86,-31.56,4
1.55421E+12,-9.385271,0.4830302,2.5037365,0.05539375,-0.035153728,-0.024501082,9.78,43.8,-31.56,4
1.55421E+12,-9.294291,0.54049104,2.6234465,0.04261058,-0.034088463,-0.020240024,9.78,43.74,-31.56,4
1.55421E+12,-9.351752,0.6985083,2.666542,0.03195793,-0.040480047,-0.02130529,9.72,43.74,-31.56,4
1.55421E+12,-9.323022,0.57400984,2.6521769,0.02130529,-0.039414786,-0.025566347,9.66,43.62,-31.68,4
1.55421E+12,-9.241618,0.57400984,2.4941597,0.025566347,-0.033023197,-0.03195793,9.54,43.56,-31.86,4
1.55421E+12,-9.3182335,0.40641573,2.6473885,0.029827405,-0.029827405,-0.029827405,9.54,43.56,-31.92,4
1.55421E+12,-9.260772,0.46866497,2.5803509,0.026631612,-0.03089267,-0.023435818,9.48,43.5,-32.04,4
1.55421E+12,-9.370906,0.5021838,2.6426,0.010652645,-0.034088463,-0.012783174,9.42,43.5,-32.16,4
1.55421E+12,-9.370906,0.5979519,2.6952724,-0.004261058,-0.03195793,-0.006391587,9.36,43.5,-32.28,4
1.55421E+12,-9.380483,0.6123171,2.747945,-0.007456851,-0.03195793,-0.006391587,9.36,43.5,-32.4,4
1.55421E+12,-9.227253,0.6745663,2.7144263,-0.004261058,-0.029827405,-0.011717909,9.3,43.5,-32.4,4
1.55421E+12,-9.313444,0.64583594,2.7096379,0.002130529,-0.020240024,-0.013848438,9.36,43.5,-32.46,4
1.55421E+12,-9.3661175,0.4830302,2.5276785,0.006391587,-0.015978966,-0.01917476,9.36,43.5,-32.52,4
1.55421E+12,-9.308656,0.55006784,2.5372553,0.006391587,-0.02130529,-0.02130529,9.42,43.5,-32.58,4
1.55421E+12,-9.399636,0.52612585,2.6521769,0.006391587,-0.023435818,-0.01917476,9.42,43.5,-32.64,4
1.55421E+12,-9.3661175,0.53570265,2.7144263,0.003195793,-0.01917476,-0.015978966,9.48,43.44,-32.64,4
1.55421E+12,-9.270349,0.53570265,2.6042929,0.002130529,-0.01917476,-0.00958738,9.48,43.38,-32.58,4
1.55421E+12,-9.308656,0.5835867,2.5995045,0.013848438,-0.014913702,-0.007456851,9.48,43.38,-32.52,4
1.55421E+12,-9.251195,0.65541273,2.5803509,0.024501082,-0.014913702,-0.00958738,9.48,43.38,-32.4,4
1.55421E+12,-9.246407,0.66498953,2.6426,0.023435818,-0.00958738,-0.017044231,9.54,43.32,-32.34,4
1.55421E+12,-9.112331,0.65541273,2.6809072,0.015978966,-0.002130529,-0.023435818,9.54,43.32,-32.22,4
1.55421E+12,-9.160215,0.5835867,2.556409,0.00958738,-0.008522116,-0.025566347,9.6,43.32,-32.1,4
1.55421E+12,-9.160215,0.52133745,2.5755625,0.014913702,-0.007456851,-0.02130529,9.6,43.32,-32.04,4
1.55421E+12,-9.217676,0.6123171,2.6426,0.022370555,-0.011717909,-0.023435818,9.66,43.32,-32.04,4
1.55421E+12,-9.184157,0.5835867,2.6521769,0.02876214,-0.008522116,-0.027696876,9.72,43.32,-32.04,4
1.55421E+12,-9.165004,0.53091425,2.6473885,0.027696876,-0.013848438,-0.036218993,9.72,43.32,-32.04,4
1.55421E+12,-9.279925,0.4782418,2.6809072,0.026631612,-0.01917476,-0.04474111,9.78,43.32,-32.04,4
1.55421E+12,-9.251195,0.55964464,2.6856956,0.025566347,-0.025566347,-0.05006743,9.78,43.32,-32.04,4
1.55421E+12,-9.260772,0.57879823,2.7766755,0.025566347,-0.02130529,-0.05006743,9.78,43.32,-32.1,4
1.55421E+12,-9.246407,0.6314707,2.819771,0.02876214,-0.018109497,-0.054328486,9.78,43.32,-32.1,4
1.55421E+12,-9.361329,0.6171055,2.7335799,0.034088463,-0.018109497,-0.05539375,9.78,43.26,-32.1,4
1.55421E+12,-9.208099,0.6745663,2.666542,0.039414786,-0.011717909,-0.058589544,9.72,43.26,-32.1,4
1.55421E+12,-9.337387,0.75118077,2.6473885,0.037284255,-0.00958738,-0.06391586,9.66,43.2,-32.16,4
1.55421E+12,-9.308656,0.5835867,2.6042929,0.03089267,-0.006391587,-0.068176925,9.54,43.2,-32.22,4
1.55421E+12,-9.246407,0.6410475,2.6809072,0.01917476,0,-0.06924219,9.48,43.2,-32.34,4
1.55421E+12,-9.375694,0.5117606,2.7431567,0.013848438,-0.001065265,-0.066046394,9.36,43.14,-32.4,4
1.55421E+12,-9.361329,0.6075287,2.700061,0.014913702,-0.004261058,-0.0628506,9.24,43.14,-32.52,4
1.55421E+12,-9.346964,0.64583594,2.52289,0.014913702,0.002130529,-0.06391586,9.24,43.14,-32.64,4
1.55421E+12,-9.246407,0.6171055,2.7096379,0.00958738,0.003195793,-0.06178534,9.18,43.14,-32.7,4
1.55421E+12,-9.255983,0.55485624,2.6473885,0.001065265,0.003195793,-0.05752428,9.18,43.08,-32.82,4
1.55421E+12,-9.26556,0.64583594,2.5995045,-0.008522116,0.005326322,-0.05752428,9.18,43.08,-32.88,4
1.55421E+12,-9.227253,0.6314707,2.6856956,-0.018109497,0.007456851,-0.05752428,9.24,43.08,-32.94,4
1.55421E+12,-9.308656,0.55006784,2.7287915,-0.020240024,0.010652645,-0.058589544,9.24,43.08,-32.88,4
1.55421E+12,-9.212888,0.54527944,2.7910407,-0.013848438,0.022370555,-0.058589544,9.24,43.08,-32.88,4
1.55421E+12,-9.217676,0.56922144,2.6809072,-0.002130529,0.024501082,-0.05965481,9.3,43.08,-32.88,4
1.55421E+12,-9.390059,0.6314707,2.5995045,0,0.02130529,-0.05539375,9.3,43.08,-32.88,4
1.55421E+12,-9.284714,0.43514615,2.6521769,-0.003195793,0.014913702,-0.049002163,9.3,43.08,-32.88,4
1.55421E+12,-9.3182335,0.52612585,2.6330233,0.002130529,0.012783174,-0.049002163,9.3,43.08,-32.88,4
1.55421E+12,-9.32781,0.4878186,2.7287915,0.007456851,0.005326322,-0.051132694,9.3,43.08,-32.88,4
1.55421E+12,-9.323022,0.4878186,2.7096379,0.003195793,-0.007456851,-0.04261058,9.3,43.08,-32.88,4
1.55421E+12,-9.332599,0.42556936,2.7383683,-0.006391587,-0.014913702,-0.023435818,9.3,43.08,-32.88,4
1.55421E+12,-9.428367,0.43035775,2.8149827,0,-0.01917476,-0.017044231,9.3,43.08,-32.82,4
1.55421E+12,-9.299079,0.54049104,2.7670987,0.015978966,-0.027696876,-0.015978966,9.3,43.02,-32.82,4
1.55421E+12,-9.303867,0.42078096,2.7862523,0.017044231,-0.035153728,-0.00958738,9.3,43.02,-32.76,4
1.55421E+12,-9.356541,0.55485624,2.7335799,0.014913702,-0.041545313,-0.003195793,9.3,42.96,-32.7,4
1.55421E+12,-9.361329,0.4782418,2.7335799,0.01917476,-0.041545313,0.002130529,9.36,42.96,-32.7,4
1.55421E+12,-9.3661175,0.54527944,2.7910407,0.036218993,-0.054328486,0.00958738,9.42,43.02,-32.7,4
1.55421E+12,-9.246407,0.57400984,2.9346926,0.049002163,-0.05539375,0.018109497,9.42,42.96,-32.64,4
1.55421E+12,-9.179369,0.6362591,2.8293478,0.058589544,-0.05539375,0.025566347,9.48,43.02,-32.64,4
1.55421E+12,-9.179369,0.66498953,2.8149827,0.06178534,-0.05219796,0.027696876,9.54,42.96,-32.64,4
1.55421E+12,-9.179369,0.6841431,2.795829,0.06711166,-0.043675844,0.010652645,9.54,42.96,-32.64,4
1.55421E+12,-9.179369,0.65541273,2.6330233,0.05965481,-0.027696876,-0.004261058,9.6,42.96,-32.58,4
1.55421E+12,-9.260772,0.6937199,2.7766755,0.04474111,-0.022370555,-0.015978966,9.6,42.96,-32.58,4
1.55421E+12,-9.289502,0.717662,2.6090813,0.033023197,-0.020240024,-0.017044231,9.6,42.9,-32.58,4
1.55421E+12,-9.251195,0.7128736,2.6617537,0.036218993,-0.026631612,-0.017044231,9.54,42.84,-32.64,4
1.55421E+12,-9.361329,0.6123171,2.690484,0.046871636,-0.033023197,-0.013848438,9.48,42.78,-32.64,4
1.55421E+12,-9.337387,0.6075287,2.6569653,0.05539375,-0.03834952,-0.005326322,9.42,42.78,-32.64,4
1.55421E+12,-9.294291,0.6985083,2.7862523,0.056459017,-0.043675844,-0.002130529,9.36,42.84,-32.7,4
1.55421E+12,-9.299079,0.74639237,2.7910407,0.049002163,-0.05539375,-0.002130529,9.36,42.84,-32.7,4
1.55421E+12,-9.308656,0.6889315,2.843713,0.051132694,-0.05539375,-0.005326322,9.36,42.9,-32.76,4
1.55421E+12,-9.275137,0.7799112,2.9538465,0.053263225,-0.05219796,-0.00958738,9.36,42.96,-32.76,4
1.55421E+12,-9.270349,0.76075757,2.8054059,0.060720075,-0.05006743,-0.012783174,9.36,42.96,-32.82,4
1.55421E+12,-9.270349,0.8038532,2.7527335,0.06178534,-0.035153728,-0.013848438,9.42,42.96,-32.88,4
1.55421E+12,-9.121908,0.8230068,2.8820202,0.06178534,-0.027696876,-0.022370555,9.48,42.96,-32.94,4
1.55421E+12,-9.255983,0.8182184,2.7144263,0.058589544,-0.014913702,-0.027696876,9.48,42.9,-33,4
1.55421E+12,-9.188946,0.7032967,2.9107506,0.05965481,-0.005326322,-0.029827405,9.54,42.84,-33.06,4
1.55421E+12,-9.217676,0.7320272,2.690484,0.06391586,-0.001065265,-0.025566347,9.6,42.78,-33.18,4
1.55421E+12,-9.232041,0.7272388,2.7623103,0.070307456,0.001065265,-0.026631612,9.6,42.72,-33.24,4
1.55421E+12,-9.165004,0.87567925,2.690484,0.06924219,0,-0.02876214,9.6,42.6,-33.3,4
1.55421E+12,-9.160215,0.74639237,2.7383683,0.05539375,-0.004261058,-0.03195793,9.6,42.54,-33.36,4
1.55421E+12,-9.198523,0.8182184,2.747945,0.05539375,-0.005326322,-0.03195793,9.66,42.54,-33.36,4
1.55421E+12,-9.303867,0.83258367,2.8772318,0.0628506,-0.012783174,-0.036218993,9.66,42.54,-33.42,4
1.55421E+12,-9.26556,0.85652566,2.8820202,0.06498113,-0.022370555,-0.049002163,9.6,42.48,-33.42,4
1.55421E+12,-9.260772,0.82779527,2.843713,0.056459017,-0.024501082,-0.05752428,9.6,42.48,-33.42,4
1.55421E+12,-9.179369,0.74639237,3.0591912,0.033023197,-0.013848438,-0.06178534,9.54,42.48,-33.42,4
1.55421E+12,-9.136273,0.6410475,2.973,0.025566347,0.002130529,-0.058589544,9.48,42.42,-33.42,4
1.55421E+12,-9.050082,0.7320272,3.0160956,0.0479369,0.01917476,-0.056459017,9.48,42.42,-33.42,4
1.55421E+12,-9.121908,0.9139865,2.700061,0.07989483,0.035153728,-0.05752428,9.48,42.36,-33.42,4
1.55421E+12,-9.107543,0.9235633,2.795829,0.099069595,0.056459017,-0.05965481,9.42,42.24,-33.48,4
1.55421E+12,-9.23683,0.86131406,2.7287915,0.1107875,0.07243799,-0.06924219,9.36,42.12,-33.48,4
1.55421E+12,-9.112331,0.7224504,2.819771,0.13102753,0.084155895,-0.07137272,9.42,42,-33.48,4
1.55421E+12,-9.02614,0.75596917,2.7431567,0.1555286,0.09374327,-0.06924219,9.42,41.82,-33.54,4
1.55421E+12,-9.021352,0.8230068,2.5803509,0.18429075,0.10333065,-0.06391586,9.48,41.64,-33.54,4
1.55421E+12,-9.136273,0.8948329,2.475006,0.20240025,0.1107875,-0.06498113,9.54,41.52,-33.54,4
1.55421E+12,-9.107543,0.97144735,2.5133133,0.20985709,0.112918034,-0.07243799,9.6,41.34,-33.54,4
1.55421E+12,-9.136273,0.8230068,2.379238,0.19813919,0.09374327,-0.09267801,9.6,41.28,-33.6,4
1.55421E+12,-9.160215,0.9283517,2.5995045,0.17896444,0.07989483,-0.098004326,9.66,41.22,-33.6,4
1.55421E+12,-9.3661175,0.87567925,2.6090813,0.16831179,0.060720075,-0.099069595,9.6,41.22,-33.6,4
1.55421E+12,-9.500193,0.82779527,2.5516205,0.15659387,0.049002163,-0.094808534,9.6,41.16,-33.66,4
1.55421E+12,-9.471462,0.7128736,2.6042929,0.14807177,0.036218993,-0.08948222,9.54,41.16,-33.72,4
1.55421E+12,-9.471462,0.789488,2.5133133,0.14168017,0.02130529,-0.082025364,9.54,41.16,-33.78,4
1.55421E+12,-9.390059,0.7320272,2.52289,0.13528858,0.020240024,-0.07350325,9.54,41.16,-33.84,4
1.55421E+12,-9.437943,0.87567925,2.6138697,0.128897,0.015978966,-0.06711166,9.54,41.1,-33.9,4
1.55421E+12,-9.581595,0.88525605,2.345719,0.112918034,0.010652645,-0.056459017,9.54,41.1,-33.96,4
1.55421E+12,-9.495404,1.0097545,2.594716,0.08522116,0.011717909,-0.049002163,9.54,41.1,-34.14,4
1.55421E+12,-9.586384,0.99060094,2.3840263,0.05539375,0.008522116,-0.04474111,9.6,41.04,-34.32,4
1.55421E+12,-9.605537,0.9475053,2.273893,0.029827405,0.00958738,-0.03834952,9.6,41.04,-34.44,4
1.55421E+12,-9.548077,0.9235633,2.2547395,0.00958738,0.008522116,-0.037284255,9.6,40.98,-34.56,4
1.55421E+12,-9.428367,0.9139865,2.3744495,0.004261058,0.003195793,-0.033023197,9.54,40.92,-34.68,4
1.55421E+12,-9.303867,0.7990648,2.7048495,0.006391587,0,-0.03195793,9.54,40.86,-34.8,4
1.55421E+12,-9.169792,0.82779527,2.7575219,0.040480047,0.002130529,-0.040480047,9.48,40.8,-34.92,4
1.55421E+12,-9.203311,0.81343,2.8963854,0.101200126,0.010652645,-0.051132694,9.48,40.74,-34.98,4
1.55421E+12,-9.136273,0.85652566,2.666542,0.1587244,0.02130529,-0.05752428,9.48,40.74,-34.92,4
1.55421E+12,-9.184157,0.8038532,2.6856956,0.18748654,0.02130529,-0.06711166,9.48,40.68,-34.86,4
1.55421E+12,-9.222465,0.8948329,2.546832,0.18109496,0.01917476,-0.07350325,9.48,40.62,-34.86,4
1.55421E+12,-9.289502,1.0001777,2.2691047,0.16724652,0.013848438,-0.080960095,9.48,40.62,-34.8,4
1.55421E+12,-9.346964,0.9331401,2.2643163,0.14487597,0.002130529,-0.080960095,9.48,40.56,-34.8,4
1.55421E+12,-9.394848,0.9139865,2.2930467,0.12783173,-0.005326322,-0.07563378,9.48,40.44,-34.74,4
1.55421E+12,-9.44752,0.8996213,2.1972785,0.11824436,-0.013848438,-0.07137272,9.42,40.38,-34.74,4
1.55421E+12,-9.370906,0.98581254,2.2307975,0.10439592,-0.022370555,-0.070307456,9.42,40.26,-34.68,4
1.55421E+12,-9.385271,0.88046765,2.3361423,0.07882957,-0.03089267,-0.06498113,9.36,40.2,-34.68,4
1.55421E+12,-9.337387,0.84216046,2.52289,0.039414786,-0.036218993,-0.060720075,9.36,40.08,-34.68,4
1.55421E+12,-9.409213,0.8230068,2.5276785,0.024501082,-0.03834952,-0.058589544,9.36,40.02,-34.74,4
1.55421E+12,-9.284714,0.95229375,2.6809072,0.03195793,-0.037284255,-0.053263225,9.3,39.9,-34.74,4
1.55421E+12,-9.284714,1.0432734,2.6761189,0.051132694,-0.039414786,-0.066046394,9.3,39.84,-34.86,4
1.55421E+12,-9.246407,0.88525605,2.532467,0.04580637,-0.037284255,-0.070307456,9.36,39.84,-34.86,4
1.55421E+12,-9.313444,0.9235633,2.5037365,0.03089267,-0.033023197,-0.07989483,9.36,39.84,-34.92,4
1.55421E+12,-9.390059,0.9379285,2.4510639,0.022370555,-0.034088463,-0.080960095,9.36,39.78,-35.04,4
1.55421E+12,-9.404425,0.8996213,2.460641,0.01917476,-0.033023197,-0.07456851,9.42,39.78,-35.1,4
1.55421E+12,-9.404425,0.82779527,2.6090813,0.015978966,-0.023435818,-0.068176925,9.42,39.78,-35.16,4
1.55421E+12,-9.313444,0.87567925,2.3409307,0.011717909,-0.03195793,-0.066046394,9.42,39.78,-35.28,4
1.55421E+12,-9.375694,0.96665895,2.3744495,0.003195793,-0.03089267,-0.05965481,9.48,39.78,-35.28,4
