TimeStamp,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
1554877944196,-0.5554718000000001,9.725544000000001,1.0678465,-0.019360151000000003,-0.053371295,-0.017308256,-7.3199997,-28.019999,-32.34
1554877944217,-0.56265455,9.749487,1.0726352,-0.019971019,-0.049095243,-0.015475661000000002,-7.08,-28.019999,-30.84
1554877944237,-0.5027977,9.773430000000001,1.063058,-0.02607967,-0.05398216,-0.016086523999999998,-7.08,-28.32,-30.539998999999998
1554877944256,-0.48364350000000006,9.754275,1.0606636999999999,-0.037686113,-0.060090814000000006,-0.012421334,-8.04,-28.08,-32.34
1554877944276,-0.46927786,9.73991,0.9984126,-0.050514277,-0.0674212,-0.012421334,-7.8599997,-27.84,-32.64
1554877944296,-0.46688359999999995,9.759064,0.9792584000000001,-0.06212072,-0.06253427,-0.013643065,-7.3799996,-27.96,-32.28
1554877944316,-0.47885495,9.75667,1.0415094999999999,-0.06639677,-0.069253795,-0.018529985,-8.099999,-27.72,-32.52
1554877944337,-0.5458947,9.751882,1.0678465,-0.06761850400000001,-0.063756004,-0.016697392,-7.62,-27.84,-31.679997999999998
1554877944356,-0.5506831999999999,9.75667,1.0343267,-0.07006197,-0.068032056,-0.018529985,-7.62,-27.84,-31.679997999999998
1554877944376,-0.56265455,9.747093,1.010384,-0.08289014,-0.07780591,-0.016086523999999998,-8.22,-27.42,-32.46
1554877944397,-0.5243462,9.749487,1.0558752,-0.08289014,-0.10040792,-0.016086523999999998,-8.099999,-27.72,-32.579997999999996
1554877944417,-0.5219519,9.747093,1.0295382,-0.07739235,-0.116901286,-0.012421334,-8.04,-27.9,-32.219997
1554877944436,-0.61293435,9.730332,1.0343267,-0.07739235,-0.12972945,-0.014864795,-8.16,-28.019999,-31.5
1554877944456,-0.57223165,9.735122,1.132492,-0.07983581,-0.14744455,-0.017919121,-8.28,-27.72,-32.16
1554877944476,-0.5123747999999999,9.672871,1.0989721000000001,-0.080446675,-0.14805539999999998,-0.034412485,-7.7999997,-27.119999,-31.92
1554877944497,-0.531529,9.665688000000001,1.0917894,-0.103659555,-0.16149445,-0.05823623,-7.62,-26.82,-31.56
1554877944517,-0.51955765,9.651321000000001,1.1971374,-0.11832032,-0.18104213,-0.06617747,-7.98,-26.76,-31.92
1554877944536,-0.50998056,9.624985,1.350371,-0.119542055,-0.20303328,-0.062512286,-8.28,-26.939999,-32.219997
1554877944556,-0.37829542,9.605830000000001,1.3934678999999999,-0.1348137,-0.23663087,-0.048462383,-8.88,-27.24,-32.64
1554877944576,-0.36632404,9.577099,1.2522057,-0.17635253,-0.21952665,-0.017919121,-9.179999,-27.359999,-32.579997999999996
1554877944596,-0.31843856,9.500483000000001,1.3264283000000001,-0.25515413,-0.16821396,0.013845872,-8.88,-27.0,-32.52
1554877944617,-0.29928434,9.366403,1.5012103,-0.3858793,-0.18837251,0.06332596,-9.179999,-26.88,-32.28
1554877944636,-0.32801566,9.205987,1.8747171000000002,-0.45796138,-0.22930048,0.12074729,-9.599999,-27.119999,-32.16
1554877944656,-0.46209505,9.184438,1.6999351000000003,-0.54103905,-0.22868963,0.1592318,-9.42,-26.4,-32.34
1554877944677,-0.63208854,9.107821000000001,1.7166951000000001,-0.5905191999999999,-0.17371175,0.16534045,-9.66,-25.98,-32.64
1554877944697,-0.5411060999999999,9.239507000000001,2.3368123,-0.58990824,-0.12239907,0.15556660000000003,-9.12,-25.92,-31.92
1554877944716,-0.4956149,9.699207000000001,2.6600394,-0.4982785,-0.13705982,0.14640363,-8.639999000000001,-25.74,-30.96
1554877944739,-0.28970724,10.039194,2.9210152999999996,-0.39137706,-0.17187916,0.13540804,-9.599999,-25.439999,-30.9
1554877944756,0.102953814,10.10384,2.988055,-0.26126277,-0.20486587,0.121969014,-9.84,-24.72,-31.98
1554877944779,0.34477556,10.1206,2.8156672,-0.10915734,-0.18287472,0.088371426,-9.54,-24.6,-32.82
1554877944796,0.34956414,10.015251,2.6456738,0.013626571,-0.06436687,0.06454768,-9.0,-24.72,-32.1
1554877944816,0.0047885496,9.842864,2.7031362,0.12174971400000001,0.033371568,0.022397986,-9.179999,-24.66,-31.38
1554877944837,-0.37829542,9.672871,2.4469488,0.25797266,0.090182036,-0.020973448,-9.9,-24.48,-31.439999
1554877944857,-0.6440599,9.519637,2.2769554,0.29523546,0.10972972,-0.044797193,-9.42,-25.14,-31.5
1554877944876,-0.9194015,9.340066,2.2027327999999997,0.2787421,0.11583838,-0.064344876,-9.42,-25.5,-32.52
1554877944896,-0.9864412,9.234717999999999,2.011191,0.24086843,0.12316876,-0.078394786,-10.32,-24.72,-33.6
1554877944917,-0.9217958,9.222747,1.8459859,0.17550586,0.14882511,-0.09488814,-10.26,-24.6,-33.12
1554877944937,-0.6847626,9.330489,1.8196488999999998,0.11380847,0.17020538,-0.09672074,-9.66,-24.96,-32.88
1554877944957,-0.5650489000000001,9.531608,1.8771113999999998,0.05088935,0.17203797,-0.08205997,-9.599999,-25.14,-32.219997
1554877944976,-0.2681588,9.565128,2.0351336,-0.005921116999999999,0.15615548,-0.052127574,-9.96,-24.84,-31.98
1554877944997,-0.27294734,9.725544000000001,2.126116,-0.035853516,0.11706010000000001,-0.01425393,-9.9,-25.199999,-33.3
1554877945017,-0.30646718,9.718361999999999,2.1141446,-0.05417947,0.10117761,0.018732794,-9.599999,-25.5,-33.84
1554877945036,-0.36392978,9.617802000000001,2.020768,-0.07617062,0.10728626,0.037669617999999995,-9.42,-24.96,-33.66
1554877945057,-0.46209505,9.682447,1.9106313000000001,-0.09571831,0.11950357,0.053552113,-8.76,-25.199999,-32.82
1554877945077,-0.5363176,9.75667,1.9034485,-0.10610302,0.12744482,0.06393682,-8.58,-25.08,-32.7
1554877945097,-0.6153286,9.677659,1.9417567999999998,-0.073116295,0.10728626,0.06515855,-9.0,-24.6,-33.239998
1554877945116,-0.68715686,9.608225,2.0614705,-0.0273014,0.082851656,0.058439035,-9.3,-24.84,-33.239998
1554877945136,-0.8140534,9.615408,2.0878077,0.013015706,0.078575596,0.03583702,-9.66,-24.84,-33.3
1554877945157,-0.8379962,9.72315,2.1069617000000003,0.03683945,0.05780618,0.00040683625,-9.42,-24.359999,-33.3
1554877945177,-0.71828246,9.754275,2.1069617000000003,0.03806118,0.030928109,-0.04235373,-8.46,-24.539998999999998,-33.12
1554877945197,-0.79250497,9.718361999999999,2.0231621,0.047835025999999996,0.009547824,-0.062512286,-8.519999499999999,-24.779999,-33.54
1554877945216,-0.82602483,9.735122,1.8459859,0.04233724,0.008936958,-0.06373401,-9.48,-24.779999,-33.96
1554877945237,-0.6296943,9.629773,1.9178141,0.019124359,0.007104363000000001,-0.05823623,-9.24,-24.18,-34.2
1554877945257,-0.505192,9.500483000000001,2.0183737,0.017291763999999998,-0.013665055,-0.047851517999999996,-8.7,-24.42,-33.48
1554877945277,-0.5506831999999999,9.524425500000001,2.0159793,0.019735225,-0.027714957000000002,-0.029525561000000002,-8.46,-25.199999,-32.04
1554877945297,-0.50998056,9.58907,2.0159793,0.016070031999999998,-0.026493225,-0.009367007,-8.639999000000001,-24.6,-32.76
1554877945316,-0.4070267,9.636956,1.9561224999999998,0.015459167,-0.0038912115,-0.008145277,-8.28,-24.84,-33.239998
1554877945337,-0.27294734,9.63935,1.9513340000000001,0.0020201313,0.017489071999999998,-0.025249504,-7.98,-24.96,-33.42
1554877945357,-0.39026679999999997,9.730332,1.9561224999999998,-0.012640635,0.0052717673,-0.018529985,-8.76,-24.6,-34.14
1554877945376,-0.38547826,9.603436,1.8555629,-0.029133997999999998,-0.01183246,-0.017919121,-8.94,-25.08,-33.48
1554877945397,-0.45012367,9.586677,1.8148602999999999,-0.032188322000000005,-0.013665055,-0.013032199,-8.88,-25.14,-33.3
1554877945417,-0.5411060999999999,9.567522,1.7502148999999998,-0.03524265,0.007715228,-0.0069235469999999995,-9.059999000000001,-24.9,-33.84
1554877945437,-0.5219519,9.481328,1.8747171000000002,-0.023025342999999997,0.032760706,-0.011199603,-8.82,-24.84,-34.26
1554877945456,-0.35914123,9.555551,1.9896424,0.008739648000000001,0.045588872999999995,-0.020973448,-8.76,-24.84,-34.26
1554877945476,-0.31843856,9.644139,1.9513340000000001,0.018513493,0.052919254000000006,-0.021584312999999997,-8.88,-25.14,-33.6
1554877945497,-0.22506183,9.584282,1.9441511999999999,0.037450317000000004,0.08407339,-0.041132,-8.94,-24.9,-32.88
1554877945516,-0.28013015,9.617802000000001,1.9752767,0.06432839,0.13538606,-0.06373401,-8.639999000000001,-24.66,-33.54
1554877945537,-0.35914123,9.569917,2.0064023,0.07410223,0.15798809,-0.075951315,-8.58,-25.019999,-34.079997999999996
1554877945556,-0.5865973000000001,9.624985,2.0854135,0.08387607,0.15982068,-0.07228612,-8.82,-25.38,-34.02
1554877945576,-0.7685622,9.778217999999999,2.0351336,0.08265434,0.15310115,-0.064344876,-8.4,-26.039998999999998,-33.6
1554877945596,-0.7709564999999999,9.706389999999999,1.9992193999999999,0.07654569,0.16043153,-0.06373401,-8.22,-26.34,-33.66
1554877945616,-0.82123625,9.610619999999999,2.0351336,0.073491365,0.16226412,-0.06984267,-8.4,-25.56,-34.14
1554877945637,-0.8882760000000001,9.562733999999999,1.9944308999999998,0.07226964,0.15004683,-0.068620935,-8.22,-24.84,-33.96
